name,latitude,longitude,phone,address,location
HP gas station,15.4815435,78.4851352,,"351, near Harihara Gas Agency, Padmavathi Nagar, Nandyala",0101000020E6100000DC8882740C9F5340E833A0DE8CF62E40
Chilakaluripet CNG STATION,16.1028346,80.1690847,,"4539+4JP, CR Colony, Chilakaluripet",0101000020E61000004130A248D20A5440B2E54B5E531A3040
Indian Oil with CNG,15.6055833,80.0277638,,"Survey No 93/1A2 Maddipadu, Seetharamapuram, Annangi",0101000020E6100000D040D1E1C6015440EC01A9030F362F40
Kargil Haji Basha CNG and Fuel Indian Oil Outlet,15.4718966,80.0484137,,"South Bypass, beside Club Square, near Aster Ramesh Hospital, Ongole",0101000020E61000006A8BC63519035440EC2F606E9CF12E40
Indian oil petrol and CNG bunk,16.2294864,80.0344241,,"62HM+QQV, Lingamguntla Agraharam Rural",0101000020E61000006EEC23013402544074E0E69EBF3A3040
Megha Gas CNG station,16.2465625,81.1444375,,"64WV+JQ7 Borrapothupalem, 160/1, Brahmapuram, Pedana",0101000020E610000039B4C8763E49544085EB51B81E3F3040
MeghaGas CNG station,16.3350625,80.9186875,,"8WP9+2F4, Pamarru, Kurumaddali",0101000020E61000009EEFA7C6CB3A5440B29DEFA7C6553040
"Cng gas Station Sri Sai Green Fuel Agencies (Megha Gas),Machilipatnam.",16.1697471,81.1213364,,"near Bapanaya Rice mill, Inugudurupeta, Jalal Pet, Machilipatnam",0101000020E61000001F74BFF9C34754404117C38B742B3040
CNG,15.8662229,80.4056324,,"856/1, Stuartpuram, Chirala",0101000020E6100000AC0C99E1F5195440B217659181BB2F40
Hp petrol bunk +CNG,16.3025902,80.4372587,,"8C2P+XW6, 5th Ln, Brodipet, Guntur",0101000020E61000000E19EA0BFC1B54401117258D764D3040
Indian Gas Station,16.3514826,80.2860011,,"972P+HCR, Bheeminenivaripalem",0101000020E6100000AEC78ED74D125440F11C80C3FA593040
MeghaGas CNG station,16.7575446,77.9756124,,"QX5G+26Q, Koilkonda Rd, Kristan Pally, Mahbubnagar",0101000020E61000009DE4FD6E707E5340EB426271EEC13040
MeghaGas CNG station,16.8389375,78.1561875,,"R5Q4+HFG, Raipalle",0101000020E6100000D122DBF9FE89534054E3A59BC4D63040
Bharat Petroleum and CNG gas Corporation Limited,16.7890776,78.1388785,,"Macharam, Polepalle, Macharam",0101000020E610000086E7A562E3885340940156FD00CA3040
SVR FUEL AND CNG GAS STATION Bharat Petroleum,17.0211234,78.1976943,,"1 km Befor Raikal tool gate, Towards Hderabad, to, Hyderabad - Bangalore Hwy, Chilkamarri",0101000020E6100000C246FE05A78C53402A2ED85768053140
Sri Ala Sai fuel filling station CNG filling station,16.6531101,78.0069621,,"Hyderabad - Bangalore Hwy, Annasagar",0101000020E6100000EFF3291172805340F22F383932A73040
CNG pump,17.2575756,77.5874633,,"7H5P+2XP, Tandur, Malreddipalle",0101000020E61000006A46ABFF98655340613F7A79F0413140
Megha CNG gas filling station,17.0552312,78.2109036,,"3646+2HC, NH 44, Farooqnagar",0101000020E6100000F426D0717F8D534006B8C5A1230E3140
HADI FILLING STATION PETROL DIESEL CNG & EV CHARGING,17.2810455,77.6118606,,"Tandur - Mominpet Rd, Antharam, Tandur",0101000020E610000080AD5CB9286753401F300F99F2473140
CNG 3 kms,17.1858003,77.2845921,,"57PM+8RG, Sedam",0101000020E6100000CC8CC8C1365253404516C49B902F3140
Megha Gas CNG station,16.6743372,78.4984142,,"MFFX+Q87, Kalwakurthy",0101000020E61000002B37AC04E69F5340E979DC5CA1AC3040
HPCL Megha Gas CNG Station,17.3393171,78.318032,,Sy.no.62 Himayathnagar (v Moinabad (m,0101000020E610000037C5E3A25A9453403B79477CDD563140
Bhagyanagar Gas Limited CNG Station,17.3391139,78.5676786,,"8HQ9+J3Q, Sainath Colony Rd, Anitha Nagar, Auto Nagar, Hyderabad",0101000020E6100000E6689FD854A45340781E262BD0563140
Megha Gas CNG Station,17.1413751,78.2714663,,Anthireddyguda,0101000020E6100000D51D30B45F915340FFF7962831243140
Bhagyanagar Gas Limited CNG Station,17.3256941,78.4773581,,"opposite Reliance Smart, Dastagirnagar, Kesav Giri, Chandrayangutta, Hyderabad",0101000020E6100000C4FEFC088D9E53400A0044B060533140
Megha Gas CNG Station,17.1764375,78.6539375,,"5MG3+HHR Khanapur, Hyderabad - Nagarjuna Sagar Rd, Ibrahimpatnam",0101000020E61000003108AC1CDAA95340BA490C022B2D3140
Bhagyanagar Gas Limited CNG Station,17.3223343,78.6113586,,"4-3-110/d, Sri Sai Colony Phase 2, near h.p petrol bunk, Sai Colony, Hayathnagar_Khalsa, Hyderabad",0101000020E61000003748D27F20A753400AE12C8084523140
Bhagyanagar Gas Limited CNG Station,17.3590432,78.4426966,,"9C5V+J38, Najamnagar, Hafiz Jalal Baba Nagar, Hyderabad",0101000020E61000003AC31E24559C5340E7D95141EA5B3140
Bhagyanagar Gas Limited CNG Station,17.3362409,78.5517588,,"8HP2+FPR, Omkar Nagar, Jahangir Nagar Colony, Hyderabad, Chintalkunta",0101000020E6100000EF51240450A35340DE1335E213563140
CNG GAS FILLING STATION,17.2647989,78.8342682,,"Survey No, 157/A, Yallagiri Village, Choutappal Mandal, Yallagiri, Choutuppal Taluka:, District:, Choutuppal",0101000020E6100000F0C572A664B553404B8457DCC9433140
Bhagyanagar Gas Limited CNG Station,17.3539545,78.5556473,,"9H34+J66, Sivaganga Colony, L. B. Nagar, Hyderabad",0101000020E61000001667B1B98FA35340A4C519C39C5A3140
MeghaGas CNG Station,17.2259433,79.137381,,"Survey No, 190, CHITYAL VILLAGE & CHITYAL MANDAL Taluka:, District:, Chityala",0101000020E6100000E085ADD9CAC8534015408C6BD7393140
Hyderabad Gas Limited CNG Station,17.3443225,78.4940348,,"8FVV+PHH, Edi Bazar West, Edi Bazaar, Hyderabad",0101000020E61000007F4523449E9F5340E7C6F48425583140
Bhagyanagar Gas Limited CNG Station,17.31483,78.4591026,,"8F75+XM6, Milardevpally, Udamgadda, Vattepally, Hyderabad",0101000020E61000008C20DFEF619D5340B8CCE9B298503140
Bhagyanagar Gas Limited CNG Station,17.3574357,78.4246338,,"9C4F+XRH, Khayyam Nagar, Rambagh Colony, Hyderabad",0101000020E6100000ADF13E332D9B534041ECF1E7805B3140
MeghaGas CNG Station,16.8568551,78.5294932,,"Balaji Nagar, Srisailam Highway, near MRO office, Amangal",0101000020E6100000155D7237E3A153402BE917DB5ADB3040
Bhagyanagar Gas Limited CNG Station badangpet,17.3176824,78.5184189,,"8G99+398, Sai Nagar, Madhura Nagar, Hyderabad, Balapur",0101000020E6100000364877C62DA15340C9833EA253513140
Bhagyanagar Gas Limited CNG Station,17.3486846,78.4520553,,"8FX2+FRF, NH 44, Salar Nagar, Tad Bun, Hyderabad",0101000020E6100000F15E5A79EE9C53406C9ED96443593140
M/s. Bhagyanagar Gas Limited - Saroornagar,17.3556548,78.5452155,,"Sy.no. 13 to 15, P.no. 1/2, Chitra Layout, L. B. Nagar, saroornagar, Hyderabad",0101000020E61000006D718DCFE4A2534059AA66310C5B3140
Megha Gas CNG Station,17.2925625,78.7514375,,"7QV2+2HJ, Hyderabad - Vijayawada Hwy, Mazidpur",0101000020E61000003BDF4F8D17B0534037894160E54A3140
HP Petrol & CNG Station,17.3492818,78.5134818,,"8GX7+P99, near central excise colony, Central Excise Colony, New Santoshnagar, Santosh Nagar, Hyderabad",0101000020E6100000D685C4E2DCA05340881634886A593140
Megha Gas CNG Station,16.9781875,78.5044375,,"XGH3+7Q, Amangal, Kadthal",0101000020E6100000105839B448A0534023DBF97E6AFA3040
MeghaGas CNG Station,16.7134287,78.988408,,"PX7Q+998, SH19, Venkatampeta Gate, Konda Mallepally",0101000020E6100000B5C6A01342BF53401E876643A3B63040
Hp bunk CNG,17.308015,78.4315167,,"8C5J+6PG, Old Kurnool Rd, Telangana NGOS Colony, Katedhan, Hyderabad",0101000020E6100000628B38F89D9B53406DAD2F12DA4E3140
Meghagas CNG Station,17.2495013,78.473867,,"6FXF+RG5, Mamidpally, Kurmalguda",0101000020E6100000D5E940D6539E53403ACF3351DF3F3140
Elvee plaza filling station BPCL and cng,17.2923126,78.7515295,,"7QR2+WHV, Nalgonda",0101000020E6100000AC1E300F19B053406F35A1FFD44A3140
CNG (BGL),17.3266098,78.526073,,"8GGG+JCW, Sarvodaya Colony, Meerpet, Hyderabad",0101000020E6100000C093162EABA15340988D29B39C533140
CNG Station Megha Gas,16.8583616,79.5792666,,"chennai by-pass road, near agri gold venture, Hydla Puram",0101000020E610000091AA37B412E553406924F895BDDB3040
Megha Gas CNG Station,17.1512664,79.6061469,,"Survey NO 485, HPC Petrol Bunk, 486, Jangam X Road, Gandhi Nagar, Suryapet",0101000020E610000098045E1CCBE65340D1FB1065B9263140
Megha Gas CNG station,17.2513194,80.165057,,"7528+H36, 3-1-62, Wyra Rd, Indira Nagar, Indira Nagar Colony, Khammam",0101000020E6100000753E3C4B900A5440B0D9DB7756403140
MeghaGas CNG Station,17.017706,79.9937276,,"11/A3, 11U, 17/EE, 17/EE1, 17/EE2, 17/EE3, 17/EE4, 17/U&18AA, 11, 17,18 Tammara Badrapalem, Beside Reliance MLV-08, Kodad",0101000020E61000007CC8A53B99FF534067F1626188043140
MeghaGas CNG Station,17.1360671,79.6331928,,"Survey No, 189, MADHARAAM VILLAGE, MADHARAAM, District:, Suryapet",0101000020E61000000304183B86E85340C38F204BD5223140
Meghagas CNG Station,17.1626238,79.3264453,,"&, HPC Dealers RS NO 126/A2 ON NH 9, Mandal, Katangur",0101000020E6100000B5DBD37AE4D453401E8D9EB6A1293140
Megha Gas CNG station,16.9822264,80.0036044,,"Survey No 238/A NH 65, Kodad, Dorakunta",0101000020E6100000CA07F30D3B0054408F44793073FB3040
Raghavendra filling station CNG,17.2513709,80.1649586,,"15-9-3, opposite district court, Kaviraj Nagar, Khammam",0101000020E61000006A0C84AE8E0A544085AAE2D759403140
MeghaGas CNG station,16.9821294,80.00354,,"X2J3+VCR, X2J3+WCJ, Dorakunta",0101000020E6100000950ED6FF39005440AB7015D56CFB3040
MeghaGas CNG Station,17.2573292,80.1192144,,"Nava Durga Auto Fills, Nayudupet, Khammam",0101000020E6100000964D6F35A10754404C4E9253E0413140
Bharat Petrol pump and CNG station Tipparthi,17.0211496,79.3787589,,"MALLEPALLIVARIGUDEM, Nalgonda",0101000020E61000006924F8953DD85340D052680F6A053140
